RaceNo.,Distance,Stake,Date,Race Class,Course,Course Direction,HNO,LPSNS,HORSE,SEX,AGE,BARRIER,JCKWGHT,JOCKEY,ALLOWANCE,JCKYRTNG,TRAINER,Location,STARTS,WINS,SECONDS,THIRDS,FRTHS,Earnings,Avgerage earnings,Win %,Plc %,Days since last start,LftR,LftW,LftP,RgtR,RgtW,RgtP,FastR,FastW,FastP,EsyR,EsyW,EsyP,SftR,SftW,SftP,HvyR,HvyW,HvyP,CrseR,CrseW,CrseP,DedR,DedW,DedP,DstR,DstW,DstP,F90R,F90W,F90P,F30R,F30W,F30P,2UpR,2UpW,2UpP,FavR,FavW,FavP,L12R,L12W,L12S,L12T,L12W%,L12P%,L12est,LTk6,LTk5,LTk4,LTk3,LTk2,LTk1,LDate6,LDate5,LDate4,LDate3,LDate2,LDate1,L126,L125,L124,L123,L122,L121,LPos6,LPos5,LPos4,LPos3,LPos2,LPos1,LFSize6,LFSize5,LFSize4,LFSize3,LFSize2,LFSize1,LTkCond6,LTkCond5,LTkCond4,LTkCond3,LTkCond2,LTkCond1,LClass6,LClass5,LClass4,LClass3,LClass2,LClass1,LPrz6,LPrz5,LPrz4,LPrz3,LPrz2,LPrz1,LTkLn6,LTkLn5,LTkLn4,LTkLn3,LTkLn2,LTkLn1,LJcky6,LJcky5,LJcky4,LJcky3,LJcky2,LJcky1,LWgt6,LWgt5,LWgt4,LWgt3,LWgt2,LWgt1,LBarr6,LBarr5,LBarr4,LBarr3,LBarr2,LBarr1,LWFav6,LWFav5,LWFav4,LWFav3,LWFav2,LWFav1,LPFav6,LPFav5,LPFav4,LPFav3,LPFav2,LPFav1,LWDiv6,LWDiv5,LWDiv4,LWDiv3,LWDiv2,LWDiv1,LTkDir6,LTkDir5,LTkDir4,LTkDir3,LTkDir2,LTkDir1,LWnnr6,LWnnr5,LWnnr4,LWnnr3,LWnnr2,LWnnr1,LTime6,LTime5,LTime4,LTime3,LTime2,LTime1,LLag6,LLag5,LLag4,LLag3,LLag2,LLag1,TCONDS,TFS,FAV, WDIv , PDiv ,Finish
3,2100,"$20,000",6-Jun-15,OPN RATING 85 54.00,Te Rapa,1,1,8X802,Ethical,m,5,7,59,Lee Magorrian,(a2),82,Graham Thomas,Cambridge,16,5,2,1,2,"$83,175.00","$5,198",31%,50%,14,8,3,2,8,2,1,0,0,0,0,0,0,6,2,1,9,3,2,0,0,0,1,0,0,4,1,1,3,0,0,0,0,0,3,1,0,3,1,1,11,4,2,1,36%,64%,"$78,450",BB ELLS,ELLS,HAWE,TAUR,ROTO,BB TREN,6-Sep-14,27-Sep-14,11-Oct-14,11-Apr-15,9-May-15,23-May-15,0,0,0,1,2,0,1,1,8,8,12,2,10,7,11,9,14,10,H1,S8,D4,H1,H1,H1,OPN HCP,OPN HCP,OPN HCP,Rating 85 Benchmark,Gp3 OPN HCP,OPN HCP,"$40,000","$40,000","$35,000","$20,000","$75,000","$40,000",2200,2200,2200,1600,2200,2100,V Colgan,V Colgan,V Colgan,L Magorrian,V Colgan,K Myers,53,53,54,56.5,53->,53,4,6,5,9,8,7,2,1,1,7,,3,3,1,1,7,,3,$4.80,$2.00,$3.40,$15.40,$16.70,$6.10,2,2,1,1,1,1,Malbec,Irene Alice,Willy Duggan,Taaxman,Pump Up The Volume,Madonna Mia,156.83,143.84,139.8,102.65,151.38,141.63,1.2,0.3,6,8.9,37.5,7,3,11,2,$4.50,$1.80,5
3,2100,"$20,000",6-Jun-15,OPN RATING 85 54.00,Te Rapa,1,3,X7551,Reka,g,6,4,59,Craig Grylls,,78,Richard Sherwin,Te Awamutu,45,5,7,5,1,"$75,750.00","$1,683",11%,38%,5,23,1,8,22,4,4,0,0,0,4,0,0,11,0,4,17,4,4,5,0,0,13,1,4,16,3,3,4,0,0,2,0,0,4,0,2,5,1,1,18,3,5,1,17%,50%,"$50,325",ELLS,ELLS,BB ELLS,TEAW,TREN,ELLS,25-Oct-14,4-Nov-14,18-Apr-15,13-May-15,23-May-15,1-Jun-15,0,0,1,2,0,0,5,5,7,5,5,1,11,12,14,9,12,11,G3,S7,S8,H1,H1,H1,Rating 75 Benchmark,Rating 75 Benchmark,Rating 75 Benchmark,Rating 75 Benchmark,Rating 75 Benchmark,Rating 75 Benchmark,"$20,000","$30,000","$25,000","$8,000","$25,000","$18,000",2400,2400,1600,2000,2100,2200,J Wong,L Satherley,A Jones,A Jones,R Myers,C Grylls,58.5,59,58.5,59->,58,59,8,8,5,1,12,4,3,7,13,3,7,6,3,4,13,4,4,6,$7.50,$16.00,$60.40,$7.30,$11.20,$8.80,1,1,1,1,1,2,Silk Chardonnay,Top Choice,Dalezinga,Gesemi,Jackfrost,Permesso,149.75,152.45,100.26,129.35,141.74,156.71,4.6,2.2,8.4,6.1,5.9,3.5,3,11,5,$10.10,$3.10,7
3,2100,"$20,000",6-Jun-15,OPN RATING 85 54.00,Te Rapa,1,4,647X1,Peacefuleasyfeelin,g,5,8,58.5,Anna Jones,(a2),77,Glenn Old,Matamata,19,4,2,4,1,"$54,660.00","$2,876",21%,53%,28,11,3,4,8,1,2,0,0,0,8,2,1,2,0,2,2,1,1,2,0,2,7,1,2,3,0,0,4,1,2,2,1,0,2,0,1,6,2,2,7,1,0,0,14%,14%,"$16,875",TAUR,BB AVON,TAUP,AWAP,TTKO,ROTO,1-Nov-14,22-Nov-14,30-Dec-14,10-Jan-15,26-Jan-15,9-May-15,2,0,0,0,0,1,7,8,6,4,7,1,8,9,10,9,9,13,D4,G3,G3,D4,G3,H1,Rating 85 Benchmark,Rating 85 Benchmark,Rating 85 Benchmark,Rating 75 Benchmark,B.On Rating 75 Benchmark,Rating 75 Benchmark,"$12,000","$30,000","$20,000","$25,000","$20,000","$25,000",1600,2200,1950,2300,2100,1400,N Harris,N Harris,S Collett,H Tinsley,R Jones,A Jones,56.5,54.5,54,58.5,58.5,58->,8,8,4,5,6,13,5,3,4,3,3,12,5,3,6,3,2,12,$12.60,$8.30,$10.20,$5.80,$7.20,$44.30,1,1,1,1,1,2,Sakhee's Soldier,Bellino,Rose Of Virginia,Carlow,Apache Fireworks,Commett,96.17,133.3,120.17,142.13,129.08,91.9,8.1,7.9,7,2.5,10.4,0.2,3,11,3,$6.90,$2.30,1
3,2100,"$20,000",6-Jun-15,OPN RATING 85 54.00,Te Rapa,1,5,87530,Double O Seven,g,9,6,58,Mark Sweeney,,76,Lowry/Cullen,Hastings,63,4,7,8,8,"$67,500.00","$1,071",6%,30%,7,62,4,15,1,0,0,1,0,0,29,1,6,9,1,3,7,0,4,2,1,0,17,2,2,16,2,3,8,0,0,4,1,1,8,1,0,4,1,0,5,0,0,1,0%,20%,"$1,175",TREN,AWAP,WGUI,OTAK,WDVL,WGUI,25-Jan-14,28-Mar-15,23-Apr-15,1-May-15,21-May-15,30-May-15,0,1,2,0,0,0,13,8,7,5,3,13,15,9,9,8,8,13,G3,G3,S8,D5,S8,S7,Gp2 OPN HCP,B.Off Rating 85 Benchmark,Rating 85 Benchmark,B.On OPN HCP,Rating 85 Benchmark,OPN HCP,,"$30,000","$8,000","$15,000","$8,000","$25,000",2400,1600,2060,2100,1600,2040,D Johnson,S Doyle,J Parkes,R Hannam,J Parkes,R Hannam,52,57,56.5,54.5,56,54,8,4,1,5,3,12,14,9,7,8,6,12,14,9,7,8,6,12,$62.20,$75.60,$14.50,$18.20,$10.50,$37.00,1,1,1,1,1,1,Graphic,Overtheriver,Sea Eagle,Fredrick William,Tiberius,Madonna Mia,149.3,95.02,134.8,135.64,99.68,130.2,7.5,7.7,7,2.2,2.4,16.9,3,11,9,$18.90,$4.70,8
3,2100,"$20,000",6-Jun-15,OPN RATING 85 54.00,Te Rapa,1,6,428X1,Letmeby,g,7,1,58,Alyssa Schwerin,(a3),76,Graham Richardson,Matamata,31,6,2,2,4,"$55,285.00","$1,783",19%,32%,29,16,3,1,15,3,3,0,0,0,10,1,1,6,2,0,6,1,1,6,1,0,9,2,2,7,1,0,5,1,1,3,0,1,4,0,0,2,1,0,7,1,1,0,14%,29%,"$7,825",TE R,TE R,TAUR,TE A,TREN,AVON,19-Jul-14,27-Oct-14,15-Nov-14,26-Nov-14,6-Dec-14,8-May-15,0,1,2,0,0,1,8,8,4,2,8,1,8,9,11,8,9,10,S8,G3,D6,D4,D4,S9,Rating 85 Benchmark,Rating 85 Benchmark,Rating 75 Benchmark,Rating 75 Benchmark,Rating 85 Benchmark,Rating 75 Benchmark,"$17,000","$20,000","$18,000","$8,000","$30,000","$8,000",2100,2100,2100,2200,3200,1600,M Coleman,V Colgan,S Collett,S Collett,C Grylls,A Jones,59,54,58,57.5,57,58->,7,7,2,4,1,4,2,8,6,2,2,8,2,8,8,2,1,9,$5.50,$22.00,$12.80,$5.10,$4.80,$21.90,1,1,1,1,1,2,He's Dan,Blizzard,Lady Le Fay,Dubai Shuffle,Mr Cool Boy,The Rich Lister,135.88,129.39,131.82,136.35,207.7,102.54,11.7,15.1,6.1,1.8,6.7,0.3,3,11,8,$15.50,$3.90,6
3,2100,"$20,000",6-Jun-15,OPN RATING 85 54.00,Te Rapa,1,7,55996,Arizona Jazz,g,8,12,54.5,Brendan Hutton,(a2),69,James Cropp,Taupo,43,3,4,10,6,"$59,485.00","$1,383",7%,40%,21,24,2,6,19,1,8,1,1,0,16,1,4,7,0,2,6,0,2,10,1,1,13,1,6,6,0,3,4,0,2,5,1,1,4,0,2,3,1,0,15,1,1,2,7%,27%,"$23,250",TE R,MATA,ELLS,MATA,TE R,AWAP,7-Feb-15,21-Feb-15,28-Feb-15,11-Mar-15,2-May-15,16-May-15,0,0,0,0,0,0,9,5,5,9,9,6,9,12,9,11,16,8,G3,D4,D4,G3,D5,H1,B.Off Rating 85 Benchmark,B.On Gp4 OPN HCP,Rating 85 Benchmark,Rating 75 Benchmark,Rating 75 Benchmark,Rating 75 Benchmark,"$30,000","$50,000","$40,000","$20,000","$18,000","$18,000",2400,2000,1600,2000,1600,1600,u Plessis,B Hutton,B Hutton,M Sweeney,M Sweeney,R Hannam,55,53,54->,59,57.5,57,2,11,7,9,8,6,7,12,8,9,16,5,7,12,8,6,16,6,$11.70,$54.70,$23.40,$12.60,$65.90,$8.70,1,1,1,1,1,1,Carlotta,Benzini (AUS),Matimba,Quintastics,Zedpak,Bella's Delight,148.19,123.29,94.69,123.2,96.04,110.44,14.1,2,4.5,8.6,2.9,20.4,3,11,7,$15.20,$3.80,4
3,2100,"$20,000",6-Jun-15,OPN RATING 85 54.00,Te Rapa,1,8,42623,Proud Life,m,5,3,54,Viktoria Gatu,(a3),70,Richard Collett,Pukekohe,22,2,3,6,2,"$28,100.00","$1,277",9%,50%,17,6,2,2,16,0,7,0,0,0,10,1,4,0,0,0,1,0,0,2,0,1,11,1,5,7,0,5,2,0,0,6,0,3,2,0,1,2,2,0,12,1,3,3,8%,58%,"$16,125",ELLS,BB TE R,AVON,TE A,MATA,RUAK,11-Feb-15,14-Mar-15,25-Mar-15,4-Apr-15,6-May-15,20-May-15,0,0,0,0,0,0,9,4,2,6,2,3,10,10,5,7,8,9,G3,G3,D5,G3,D6,D5,Rating 75 Benchmark,Rating 85 Benchmark,Rating 75 Benchmark,Rating 75 Benchmark,Rating 75 Benchmark,Rating 75 Benchmark,"$20,000","$20,000","$8,000","$25,000","$8,000","$8,000",2100,1600,2100,2200,2000,2100,S Collett,A Collett,A Collett,A Collett,A Collett,A Collett,54,54,54.5,56,55.5,55,9,6,1,3,8,3,5,9,2,6,4,6,4,9,2,6,3,6,$8.40,$40.80,$3.20,$12.00,$6.10,$10.90,1,1,1,1,1,1,Apache Fireworks,Stella's Honour,Endorsement (AUS),Augusta National,Nolawood,Thee Achiever,128.4,94.89,132.04,135.69,127.81,130.92,11.2,5.3,1.5,5,2,2.1,3,11,6,$13.40,$3.60,9
3,2100,"$20,000",6-Jun-15,OPN RATING 85 54.00,Te Rapa,1,9,12X04,Zeldara,m,4,11,54,Matthew Cameron,,70,Baker/Forsman,Cambridge,10,2,3,1,1,"$21,640.00","$2,164",20%,60%,17,4,0,1,6,2,3,0,0,0,3,1,1,1,0,0,0,0,0,4,0,1,6,1,3,5,1,3,3,1,1,1,1,0,3,0,0,5,1,3,8,1,3,1,12%,62%,"$16,890",BB AVON,ELLS,TAUR,TTKO,BB TE R,RUAK,5-Nov-14,29-Nov-14,2-Jan-15,26-Jan-15,2-May-15,20-May-15,0,0,0,0,1,2,2,2,1,2,14,4,11,15,8,9,16,9,D5,D4,G3,G3,D5,D5,B.Off Rating 65 Benchmark*,Rating 65 Benchmark*,B.On Rating 65 Benchmark*,Rating 75 Benchmark,Rating 75 Benchmark,Rating 75 Benchmark,"$7,000","$20,000","$8,000","$20,000","$18,000","$8,000",2100,2100,2100,2100,1600,2100,u Plessis,O Bosson,O Bosson,L Magorrian,J Parkes,C Grylls,56.5,56.5,59,54->,55,55.5,8,6,7,9,13,6,1,1,1,1,10,1,1,1,1,1,13,1,$3.20,$2.40,$1.80,$2.70,$26.20,$3.10,1,1,2,1,1,1,Cursive,Rasa Lila,High Viz,Apache Fireworks,Zedpak,Thee Achiever,133.42,131.67,129.39,129.08,96.04,130.92,0.1,1,0.2,0.5,4,2.6,3,11,1,$3.50,$1.50,2
3,2100,"$20,000",6-Jun-15,OPN RATING 85 54.00,Te Rapa,1,10,7X671,Sharbeela,m,6,2,54,Leah Hemi,(a3),69,Alexander Fieldes,Wanganui,31,3,4,5,4,"$38,310.00","$1,235",10%,39%,7,31,3,9,0,0,0,0,0,0,4,0,0,9,1,4,6,1,2,0,0,0,12,1,3,0,0,0,7,0,1,0,0,0,7,0,2,4,1,2,10,1,1,0,10%,20%,"$15,875",TREN,AWAP,AWAP,WGUI,NPLY,WGUI,25-Oct-14,1-Nov-14,11-Nov-14,23-Apr-15,9-May-15,30-May-15,0,0,0,1,2,0,9,6,7,6,7,1,13,16,11,10,12,16,D4,D4,D4,S8,H1,S7,Rating 75 Benchmark,Rating 75 Benchmark,Rating 75 Benchmark,Rating 75 Benchmark,Rating 75 Benchmark,Rating 65 Benchmark*,"$25,000","$18,000","$18,000","$8,000","$18,000","$17,000",1600,2300,2200,1600,1400,2040,M Dee,M Dee,M Dee,A Collett,L Hemi,L Hemi,55.5,55.5,54.5,54,54->,58->,1,11,9,5,5,10,5,7,2,4,10,4,2,7,4,4,8,4,$8.70,$15.30,$10.00,$8.40,$18.50,$10.00,1,1,1,1,1,2,Cosmic Cube,Saint Kitt,Show The World,Broadwalk,The Graduate,Regal Steps,96.7,142.02,137.75,103,88.8,131.71,7.8,3.5,4.7,5.6,7.2,0.8,3,11,4,$8.70,$2.70,10
3,2100,"$20,000",6-Jun-15,OPN RATING 85 54.00,Te Rapa,1,11,34517,Nolawood,m,7,10,54,Ulrika Holmquist,(a3),68,Mark Brosnan,Matamata,50,5,4,6,4,"$41,890.00",$837,10%,30%,17,38,4,6,12,1,4,0,0,0,21,2,3,4,1,0,6,1,1,2,1,0,19,1,6,8,2,1,4,0,2,6,0,1,4,1,1,2,0,1,9,2,1,1,22%,44%,"$17,465",MATA,TAUR,TE A,HAST,MATA,RUAK,11-Mar-15,21-Mar-15,4-Apr-15,18-Apr-15,6-May-15,20-May-15,0,0,0,0,0,0,8,3,4,5,1,7,11,6,7,6,8,9,G3,D5,G3,D4,D6,D5,Rating 75 Benchmark,Rating 75 Benchmark,Rating 75 Benchmark,Rating 75 Benchmark,Rating 75 Benchmark,Rating 75 Benchmark,"$20,000","$18,000","$25,000","$18,000","$8,000","$8,000",2000,2100,2200,2500,2000,2100,A Jones,A Jones,C Lammas,T Thornton,A Jones,D Johnson,54.5,54->,55,54,54->,55.5,10,2,5,1,7,9,7,,7,4,2,7,7,,7,2,2,7,$10.80,$15.30,$16.30,$5.90,$9.00,$11.00,1,1,1,1,2,1,Quintastics,Imperial Hawk (AUS),Augusta National,Guarantor,Proud Life (USA),Thee Achiever,123.2,131.22,135.69,160.22,127.81,130.92,7.2,4.1,2.4,6.7,2,10.4,3,11,10,$20.80,$5.20,3
3,2100,"$20,000",6-Jun-15,OPN RATING 85 54.00,Te Rapa,1,12,70X89,Saved By The Bell,g,9,5,54,Rebecca Scott,(a4),62,George Merkulov,Muriwai Beach,85,6,4,11,5,"$100,528.00","$1,182",7%,25%,7,4,0,0,81,6,15,0,0,0,19,0,1,18,1,4,30,5,7,4,0,0,18,0,3,21,1,3,7,0,1,,,,7,0,1,0,0,0,9,0,0,0,0%,0%,"$1,050",ELLS,ELLS,ELLS,ELLS,ELLS,ELLS,23-Aug-14,6-Sep-14,27-Sep-14,4-Nov-14,23-May-15,30-May-15,0,0,0,0,1,2,8,8,7,12,8,9,8,10,9,13,10,12,H1,H1,S8,D6,H1,H1,Rating 85 Benchmark,B.Off OPN HCP,Rating 75 Benchmark,B.OnRating 85 Benchmark,B.Off Rating 65 Benchmark*,Rating 65 Benchmark*,"$17,000","$40,000","$25,000","$30,000","$17,000","$17,000",2200,2200,2400,2200,1400,2200,R Jones,R Norvall,D Johnson,J Oliver,R Scott,R Scott,54.5,53->,56.5,54->,59->,58.5,7,9,3,3,1,6,6,9,8,12,10,10,6,9,9,12,10,10,$14.10,$29.90,$21.10,$54.10,$22.70,$27.10,1,1,1,1,1,1,Permesso,Ethical,Kendoka,Lion Red,Mr Doole,On Parole,153.27,156.83,160.44,142.16,94.73,149.61,37.8,15.6,10.7,21.3,15.3,17.1,3,11,11,$56.40,$11.90,11
4,1400,"$20,000",13-Jun-15,OPN RATING 85 54.00,Ruakaka,2,1,646X6,Biologist,g,5,6,59.5,Ulrika Holmquist,(a3),86,Gary Alton,Cambridge,22,6,2,2,3,"$97,515.00","$4,432",27%,45%,14,10,2,3,12,4,1,0,0,0,7,2,1,7,3,0,4,1,1,2,1,1,4,0,2,1,0,0,3,0,0,3,0,1,2,0,1,2,1,1,12,3,1,2,25%,50%,"$65,520",TE R,RICC,ELLS,TE R,ELLS,ELLS,27-Oct-14,12-Nov-14,29-Nov-14,20-Dec-14,10-Jan-15,30-May-15,0,0,0,0,0,1,2,16,6,4,6,6,10,16,10,9,7,7,G3,G3,D4,G3,G3,H1,OPN HCP,Gp2 OPN HCP,Gp3 OPN-SW&P,OPN HCP,OPN HCP,OPN HCP,"$25,000",,"$70,000","$25,000","$30,000","$40,000",1600,1600,1600,2100,2100,1400,M Coleman,M Coleman,M McNab,M McNab,M Coleman,M McNab,54.5,53.5,55.5,59,57,55,4,4,7,8,4,1,4,8,9,4,3,7,4,9,9,4,3,7,$7.90,$18.80,$23.80,$9.10,$6.60,$16.10,1,1,1,1,1,1,Breaking Dawn,Addictive Habit,Sakhee's Soldier,Colonel Carrera,Delveen (AUS),The Filly,94.46,97.56,95.13,129.2,130.3,91.53,0.5,17.5,4.1,3.3,13.6,17.3,2,10,4,$8.80,$2.70,3
4,1400,"$20,000",13-Jun-15,OPN RATING 85 54.00,Ruakaka,2,2,6708X,Canterino,g,5,2,58.5,Samantha Collett,,84,P & J McKay,Matamata,27,5,3,2,4,"$74,020.00","$2,741",19%,37%,165,16,2,3,11,3,2,0,0,0,13,1,1,3,0,1,1,0,1,4,2,1,10,4,2,2,0,0,4,0,1,4,0,1,3,0,1,3,2,0,7,2,1,0,29%,43%,"$24,495",RUAK,RUAK,HAST,ROTO,RICC,TAUP,30-Aug-14,13-Sep-14,4-Oct-14,18-Oct-14,8-Nov-14,30-Dec-14,0,0,0,0,0,0,1,1,6,7,12,8,8,8,9,13,12,10,D6,D6,G3,G3,G3,G3,Rating 85 Benchmark,Rating 85 Benchmark,OPN HCP,Gp4 OPN HCP,Gp4 OPN HCP,Rating 85 Benchmark,"$17,000","$17,000","$40,000","$50,000","$50,000","$20,000",2100,2100,2500,1950,2500,1950,S Collett,S McKay,S McKay,L Innes,L Innes,S McKay,58,59.5,59->,54.5,56,59.5,7,8,1,12,11,5,4,3,2,7,4,7,3,3,3,7,5,5,$5.70,$4.80,$5.60,$16.10,$8.30,$11.60,2,2,1,1,1,1,Celtic Chief,Radar,Blizzard,Soriano,She's Insatiable,Rose Of Virginia,133.89,133.44,156.34,118.14,157.8,120.17,0.1,0.8,2.7,4.3,19.1,9.8,2,10,9,$41.20,$8.80,9
4,1400,"$20,000",13-Jun-15,OPN RATING 85 54.00,Ruakaka,2,3,4X30X,Hydrogen,g,6,7,58.5,Lee Magorrian,(a2),84,Katie & Dale Bussey,Te Awamutu,23,3,5,1,6,"$47,800.00","$2,078",13%,39%,343,17,2,4,6,1,2,0,0,0,8,1,1,4,2,1,5,0,1,1,0,0,6,0,3,1,0,0,3,0,1,2,0,0,3,0,0,4,2,1,2,0,0,1,0%,50%,"$1,200",TEAW,TE R,PUKE,TREN,TEAW,TE R,6-Oct-13,28-Oct-13,23-Nov-13,7-Dec-13,22-Jun-14,5-Jul-14,0,0,0,0,1,2,2,4,4,4,3,11,7,13,9,10,8,16,D5,G3,G3,D4,H1,H1,OPN HCP,B.On Rating 85 Benchmark,Rating 85 Benchmark,Rating 85 Benchmark,Rating 85 Benchmark,Gp4 OPN HCP,"$25,000","$15,000","$30,000","$30,000","$12,000","$65,000",2000,2100,2400,3200,2000,2100,u Plessis,O Bosson,u Plessis,u Plessis,M Cameron,A Jones,54,58.5,58.5,59,58.5,54,7,13,7,3,5,15,1,3,,4,7,16,2,3,,5,7,16,$4.20,$8.50,,$8.00,$13.00,$50.80,1,1,1,1,1,1,Whoshe,Le Bon Fin,More Than Sacred (AUS),Pump Up The Volume,Riot Act,Wanabefamous,123.43,127.71,150.84,209.95,131.55,134.6,0.1,1.6,3.9,1.7,7.9,24.5,2,10,10,$59.90,$11.90,8
4,1400,"$20,000",13-Jun-15,OPN RATING 85 54.00,Ruakaka,2,4,746X7,One Cool Message,g,5,4,58,Leith Innes,,83,Stephen Ralph,Pukekohe,20,5,3,2,1,"$58,520.00","$2,926",25%,50%,14,5,1,1,15,4,4,0,0,0,1,0,0,3,2,0,7,1,2,2,0,1,9,2,3,6,0,2,4,3,0,0,0,0,3,1,1,3,2,1,12,2,1,1,17%,33%,"$32,085",ELLS,TAUR,ELLS,ELLS,ELLS,ELLS,4-Nov-14,15-Nov-14,29-Nov-14,14-Dec-14,28-Dec-14,30-May-15,0,0,0,0,0,1,8,2,7,4,6,7,9,8,11,7,9,8,D6,D6,D4,S7,G3,H1,B.Off Rating 85 Benchmark,OPN HCP,Rating 85 Benchmark,Rating 85 Benchmark,Rating 85 Benchmark,Rating 85 Benchmark,"$30,000","$25,000","$30,000","$20,000","$20,000","$20,000",1200,1400,1100,1400,1200,1200,R Hutchings,M Coleman,D Johnson,J Whiteside,L Magorrian,L Innes,59,57,59.5,59->,59->,58.5,5,1,9,2,8,3,6,3,5,5,6,3,6,4,5,4,6,4,$10.80,$6.40,$8.10,$7.30,$12.40,$4.80,1,1,1,1,1,1,Britt Ekland,Needlly,Cartell,To Be Sure,Shezhardtocatch,Aaja Nachle,70.88,83.72,64.93,85.95,69.91,75.13,9.2,0.2,3.4,5.5,1.9,8.8,2,10,8,$14.80,$3.50,5
4,1400,"$20,000",13-Jun-15,OPN RATING 85 54.00,Ruakaka,2,5,8X807,D'Cash Man,g,5,3,56.5,Zinjete Moki,(a2.5),80,Vince Roberts,Ruakaka,35,8,2,3,1,"$69,110.00","$1,974",23%,37%,21,11,2,2,24,6,3,0,0,0,11,2,1,6,2,1,1,0,0,14,6,2,17,4,3,11,3,3,5,2,0,7,0,3,5,1,1,8,4,2,14,2,1,1,14%,29%,"$21,865",AVON,TE R,ELLS,ELLS,TE R,ELLS,3-Dec-14,20-Dec-14,28-Dec-14,18-Apr-15,2-May-15,23-May-15,0,0,0,1,2,0,2,8,8,8,13,7,9,8,9,9,13,8,G3,G3,G3,S8,D5,H1,Rating 85 Benchmark,OPN HCP,Rating 85 Benchmark,Rating 85 Benchmark,Rating 85 Benchmark,Rating 85 Benchmark,"$8,000","$25,000","$20,000","$30,000","$20,000","$20,000",1400,1600,1200,1200,1200,1400,R Smyth,R Smyth,R Smyth,Z Moki,A Collett,Z Moki,60->,54.5,59.5,59->,58.5,58->,7,2,9,4,13,3,4,7,8,,12,8,4,7,8,,12,8,$6.10,$17.20,$24.90,$34.40,$41.80,$20.70,1,1,1,1,1,1,The Last Shower,Spin Doctor,Shezhardtocatch,Fascination Street,Sancerre,Ramarro,83.37,93.69,69.91,76.49,70.24,92.26,2.5,10.6,6.6,4.2,12.4,18.7,2,10,5,$9.00,$2.60,6
4,1400,"$20,000",13-Jun-15,OPN RATING 85 54.00,Ruakaka,2,6,189X3,Britt Ekland,m,4,10,56,Brendan Hutton,(a2),83,P & D Williams,Byerley Pk Karaka,15,5,1,5,0,"$63,410.00","$4,227",33%,73%,14,4,0,2,11,5,4,0,0,0,7,1,3,2,2,0,1,0,1,1,1,0,5,2,2,2,1,0,5,0,4,1,0,0,3,2,1,4,3,0,6,2,0,2,33%,67%,"$34,035",RUAK,MATA,ELLS,RICC,ELLS,ELLS,28-Jun-14,11-Oct-14,4-Nov-14,12-Nov-14,28-Dec-14,30-May-15,0,1,2,0,0,1,1,3,1,8,9,3,7,11,9,10,9,8,D6,D4,D6,G3,G3,H1,Rating 85 Benchmark,Rating 85 Benchmark,Rating 85 Benchmark,Gp3 F&M,Rating 85 Benchmark,Rating 85 Benchmark,"$17,000","$20,000","$30,000","$80,000","$20,000","$20,000",1400,1200,1200,1400,1200,1200,D Johnson,D Johnson,D Johnson,D Johnson,D Johnson,B Hutton,54,54.5,55,55,56.5,55.5,7,11,7,2,6,6,1,2,3,1,2,2,1,2,3,2,2,2,$2.90,$4.70,$6.70,$4.00,$5.30,$4.20,2,1,2,1,1,1,Speech Craft (AUS),One Cool Message,Living The Dream,Slice Of Class,Shezhardtocatch,Aaja Nachle,84.2,69.65,70.88,82.86,69.91,75.13,1.6,1.8,0.1,5.5,16.9,2.5,2,10,1,$2.90,$1.30,7
4,1400,"$20,000",13-Jun-15,OPN RATING 85 54.00,Ruakaka,2,7,61238,North Of Sunset,m,5,5,56,Danielle Johnson,,83,Ramsay/Ritchie,Maungatautari,24,4,6,4,3,"$52,225.00","$2,176",17%,58%,84,17,2,7,7,2,3,0,0,0,8,1,4,3,0,1,2,0,0,0,0,0,11,3,5,2,0,1,3,0,1,5,1,2,3,1,2,8,2,3,7,1,1,3,14%,71%,"$16,400",HAST,NPLY,TAUR,GISB,ELLS,TAUR,11-Dec-14,22-Dec-14,9-Jan-15,15-Feb-15,7-Mar-15,21-Mar-15,2,0,0,0,0,0,3,6,1,2,3,8,4,10,6,7,7,8,S7,D5,D5,D5,G3,D5,Rating 85 Benchmark,Rating 85 Benchmark,Rating 85 Benchmark,Rating 85 Benchmark,OPN HCP,OPN HCP,"$8,000","$8,000","$8,000","$30,000","$40,000","$25,000",2100,1800,1600,1600,1600,2100,M Cameron,M Cameron,D Johnson,M Cameron,D Johnson,L Allpress,54.5,54.5,54,56,55,57.5,3,5,3,2,7,8,2,2,3,1,3,1,2,3,3,1,2,1,$2.30,$4.30,$4.60,$2.80,$5.60,$4.60,1,1,2,1,1,1,Right Royal Rose,All The Way,So Keep Me,Overtheriver,King Krovanh (AUS),Seconds Out,135.4,111.71,96.63,96.99,95.39,131.68,3.1,3.4,1.2,0.2,3.3,6,2,10,7,$12.10,$3.00,2
