RaceNo.,Distance,Stake,Date,Race Class,Course,Course Direction,HNO,LPSNS,HORSE,SEX,AGE,BARRIER,JCKWGHT,JOCKEY,ALLOWANCE,JCKYRTNG,TRAINER,Location,STARTS,WINS,SECONDS,THIRDS,FRTHS,Earnings,Avgerage earnings,Win %,Plc %,Days since last start,LftR,LftW,LftP,RgtR,RgtW,RgtP,FastR,FastW,FastP,EsyR,EsyW,EsyP,SftR,SftW,SftP,HvyR,HvyW,HvyP,CrseR,CrseW,CrseP,DedR,DedW,DedP,DstR,DstW,DstP,F90R,F90W,F90P,F30R,F30W,F30P,2UpR,2UpW,2UpP,FavR,FavW,FavP,L12R,L12W,L12S,L12T,L12W%,L12P%,L12est,LTk6,LTk5,LTk4,LTk3,LTk2,LTk1,LDate6,LDate5,LDate4,LDate3,LDate2,LDate1,L126,L125,L124,L123,L122,L121,LPos6,LPos5,LPos4,LPos3,LPos2,LPos1,LFSize6,LFSize5,LFSize4,LFSize3,LFSize2,LFSize1,LTkCond6,LTkCond5,LTkCond4,LTkCond3,LTkCond2,LTkCond1,LClass6,LClass5,LClass4,LClass3,LClass2,LClass1,LPrz6,LPrz5,LPrz4,LPrz3,LPrz2,LPrz1,LTkLn6,LTkLn5,LTkLn4,LTkLn3,LTkLn2,LTkLn1,LJcky6,LJcky5,LJcky4,LJcky3,LJcky2,LJcky1,LWgt6,LWgt5,LWgt4,LWgt3,LWgt2,LWgt1,LBarr6,LBarr5,LBarr4,LBarr3,LBarr2,LBarr1,LWFav6,LWFav5,LWFav4,LWFav3,LWFav2,LWFav1,LPFav6,LPFav5,LPFav4,LPFav3,LPFav2,LPFav1,LWDiv6,LWDiv5,LWDiv4,LWDiv3,LWDiv2,LWDiv1,LTkDir6,LTkDir5,LTkDir4,LTkDir3,LTkDir2,LTkDir1,LWnnr6,LWnnr5,LWnnr4,LWnnr3,LWnnr2,LWnnr1,LTime6,LTime5,LTime4,LTime3,LTime2,LTime1,LLag6,LLag5,LLag4,LLag3,LLag2,LLag1,TCONDS,TFS,FAV, WDIv , PDiv ,Finish
4,1400,"$20,000",13-Jun-15,OPN RATING 85 54.00,Ruakaka,2,8,9X5X4,Ruready,g,6,9,55.5,Viktoria Gatu,(a3),78,Chris Wood,Cambridge,17,4,2,2,1,"$33,900.00","$1,994",24%,47%,28,13,2,3,4,2,1,0,0,0,8,2,1,1,0,1,1,0,0,0,0,0,7,2,2,12,3,2,4,1,1,3,1,1,2,1,0,1,0,1,2,0,0,0,0%,0%,"$1,700",TE R,TTKO,AWAP,TE R,RICC,TE R,8-Feb-14,17-Mar-14,29-Mar-14,26-Apr-14,12-Nov-14,16-May-15,0,0,0,0,1,1,8,2,3,9,5,4,12,5,12,13,11,6,D5,S7,D4,D6,G3,H1,Rating 85 Benchmark,Rating 85 Benchmark,Rating 75 Benchmark,Rating 85 Benchmark,Rating 85 Benchmark,Rating 85 Benchmark,"$30,000","$8,000","$30,000","$30,000","$30,000","$20,000",1600,1200,1400,1400,1400,1200,V Gatu,V Gatu,D Turner,R Hutchings,D Johnson,V Gatu,56.5,56->,61->,56,56,56.5,11,5,11,13,3,2,7,2,4,9,3,4,7,2,4,9,3,4,$14.80,$3.60,$9.20,$17.00,$5.80,$6.30,1,1,1,1,1,1,Carlotta,Rich Billie Marsh,Jerrico,Popeye Braggins,Elusive Tracy,Aaja Nachle,95.21,73.04,83.68,82.67,83.72,72.38,6.3,1,1.8,6.3,3.1,4.3,2,10,6,$10.50,$2.70,10
4,1400,"$20,000",13-Jun-15,OPN RATING 85 54.00,Ruakaka,2,9,41245,Makarska,m,4,8,55,Michael Coleman,,81,K & B Kelso,Matamata,21,4,4,2,5,"$44,345.00","$2,111",19%,48%,35,13,3,3,8,1,3,0,0,0,9,1,3,2,1,0,2,0,1,1,0,0,8,2,2,10,2,4,3,0,1,3,1,1,2,0,2,,,,10,2,2,0,20%,40%,"$21,800",TAUP,TE R,MATA,TAUR,TE R,ROTO,30-Dec-14,14-Mar-15,1-Apr-15,11-Apr-15,25-Apr-15,9-May-15,0,0,0,0,0,0,10,4,1,2,4,5,10,9,9,5,13,12,G3,D4,D4,H1,D4,H1,Rating 85 Benchmark,Rating 75 Benchmark,Rating 85 Benchmark,Rating 85 Benchmark,Rating 85 Benchmark,Rating 85 Benchmark,"$20,000","$18,000","$8,000","$20,000","$30,000","$30,000",1950,1400,1400,1400,1400,1560,D Johnson,M Coleman,M Coleman,M Coleman,M Coleman,M Coleman,54,57,54,54,55,55,6,9,5,4,1,2,1,1,1,2,3,2,1,1,1,2,3,2,$2.40,$4.00,$2.30,$2.70,$6.70,$5.40,1,1,2,1,1,1,Rose Of Virginia,Airlie House,Uncle Shayne,Irish Heartbeat,Gustavo,Illuminati,120.17,83.36,82.7,87.96,82.14,102.71,26.4,1.3,0.2,0.2,1.8,5.7,2,10,2,$5.00,$1.90,1
4,1400,"$20,000",13-Jun-15,OPN RATING 85 54.00,Ruakaka,2,10,706X5,The Last Shower,m,5,1,54.5,Michael McNab,,80,Moroney/Ormsby,Matamata,26,4,4,3,2,"$56,365.00","$2,167",15%,42%,28,12,1,4,12,3,3,0,0,0,14,4,3,5,0,1,1,0,0,0,0,0,6,0,3,9,3,2,5,1,1,2,0,0,4,1,1,6,2,3,7,1,0,0,14%,14%,"$7,800",ELLS,BB AVON,TE R,ELLS,TAUH,TE R,4-Nov-14,3-Dec-14,13-Dec-14,1-Jan-15,6-Feb-15,16-May-15,2,0,0,0,0,1,9,1,7,15,6,5,9,9,13,15,8,6,D6,G3,G3,G3,G3,H1,Rating 85 Benchmark,Rating 85 Benchmark,Gp4 OPN HCP,Gp2 OPN HCP,Gp4 WFA F&M,Rating 85 Benchmark,"$30,000","$8,000","$50,000",,"$50,000","$20,000",1200,1400,1400,1600,1600,1200,V Colgan,V Colgan,V Colgan,D Johnson,J Parkes,A Collett,55.5,54.5,53->,52,57,56,1,4,5,11,7,1,4,2,6,,6,6,4,3,6,,6,6,$8.60,$4.30,$12.80,$34.90,$12.50,$9.10,1,2,1,1,1,1,Britt Ekland,D'Cash Man,Tomorrowland,Sakhee's Soldier,Tie Me Down,Aaja Nachle,70.88,83.37,81.04,94.49,94.73,72.38,18.6,2.5,4.7,12.9,4.2,6.6,2,10,3,$7.50,$2.50,4
7,2100,"$20,000",13-Jun-15,OPN RATING 85 54.00,Ruakaka,2,1,X4250,Coachline,g,6,9,59,Zinjete Moki,(a3),83,Richard Collett,Pukekohe,24,4,5,4,1,"$65,335.00","$2,722",17%,54%,35,5,1,1,19,3,8,0,0,0,10,3,2,3,1,1,1,0,0,6,0,4,10,0,6,5,1,0,4,0,1,6,1,3,4,2,2,5,2,1,9,1,1,1,11%,33%,"$19,950",AVON,ELLS,ELLS,ELLS,TE R,ROTO,22-Nov-14,26-Dec-14,28-Mar-15,18-Apr-15,2-May-15,9-May-15,0,0,1,2,0,0,10,6,4,2,5,13,14,15,7,8,11,14,G3,G3,D6,S8,D5,H1,Gp3 OPN HCP,Rating 85 Benchmark,Rating 85 Benchmark,OPN HCP,Rating 85 Benchmark,Gp3 OPN HCP,,"$40,000","$20,000","$40,000","$20,000","$75,000",2100,2100,1600,2200,2100,2200,O Bosson,J Collett,Z Moki,L Innes,L Innes,L Innes,56,59,58.5,58.5,59,55.5,5,15,5,7,1,10,3,8,5,4,1,,3,8,5,4,1,,$6.70,$19.70,$16.00,$5.50,$5.20,$14.10,1,1,1,1,1,1,Noble Warrior,Farm Boy,Irish Heartbeat,Carlotta,Miss Mossman,Pump Up The Volume,129.98,131.39,97.53,144.2,132.52,151.38,3.5,3.2,2.8,1,3.9,37.6,2,14,3,$7.70,$2.70,4
7,2100,"$20,000",13-Jun-15,OPN RATING 85 54.00,Ruakaka,2,2,58424,Secret's Only,m,5,3,58.5,Ulrika Holmquist,(a3),86,Jenna Mahoney,Ardmore,39,4,6,4,9,"$108,250.00","$2,775",10%,36%,14,10,1,1,29,3,9,0,0,0,18,2,6,2,0,1,4,1,1,2,0,1,15,1,2,2,0,0,3,1,0,3,0,1,3,1,0,1,1,0,14,0,3,1,0%,29%,"$33,100",ELLS,ELLS,ELLS,ELLS,ELLS,ELLS,1-Jan-15,25-Jan-15,28-Feb-15,7-Mar-15,23-May-15,30-May-15,0,0,0,0,0,0,8,5,8,4,2,4,18,12,9,7,8,8,G3,G3,D4,G3,H1,H1,Gp3 OPN HCP,OPN HCP,Rating 85 Benchmark,B.On OPN HCP,OPN HCP,Rating 85 Benchmark,,"$89,000","$40,000","$40,000","$25,000","$20,000",2400,2200,1600,1600,1600,1600,K Myers,K Myers,M Cameron,M Cameron,M Cameron,A Schwerin,53.5,53,57,55,54,58->,15,11,3,3,6,3,,,3,6,2,3,,,3,6,3,4,,$22.10,$7.40,$8.50,$4.20,$5.70,1,1,1,1,1,1,,Candle In The Wind,Matimba,King Krovanh (AUS),Chill Bill,Joey Jonz,148.05,138.07,94.69,95.39,104.67,103.17,6.7,2.8,7,3.8,0.3,7.1,2,14,6,$10.30,$3.50,6
7,2100,"$20,000",13-Jun-15,OPN RATING 85 54.00,Ruakaka,2,3,0X208,Uncle Shayne,g,7,1,57.5,Matthew Cameron,,80,Donna Logan,Ruakaka,46,5,7,1,4,"$81,415.00","$1,769",11%,28%,21,15,1,3,31,4,5,1,0,0,6,0,0,10,1,0,11,1,1,16,4,4,18,3,7,12,1,3,6,0,2,4,0,0,6,1,0,7,2,3,9,1,1,0,11%,22%,"$17,775",RUAK,ELLS,ROTO,MATA,ROTO,ELLS,13-Sep-14,27-Sep-14,18-Oct-14,1-Apr-15,9-May-15,23-May-15,0,0,0,1,2,0,8,8,13,2,11,8,10,8,13,9,12,8,D6,S8,G3,D4,H1,H1,Rating 85 Benchmark,Rating 85 Benchmark,Gp4 OPN HCP,Rating 85 Benchmark,Rating 85 Benchmark,OPN HCP,"$17,000","$30,000","$50,000","$8,000","$30,000","$25,000",1400,1600,1950,1400,1560,1600,A Schwerin,J Wong,S Collett,L Magorrian,L Magorrian,T Thornton,59.5,59->,53,58->,58->,54,4,5,1,1,8,5,9,8,13,8,6,7,9,8,13,8,6,7,$21.10,$17.90,$37.50,$36.50,$12.20,$13.70,1,1,1,1,1,1,Moozoon,Old Drumble,Soriano,Makarska,Illuminati,Chill Bill,83.37,99.4,118.14,82.7,102.71,104.67,8,10.4,15.2,0.2,24.1,25.1,2,14,2,$7.20,$2.70,11
7,2100,"$20,000",13-Jun-15,OPN RATING 85 54.00,Ruakaka,2,4,4000,Smartly,m,6,7,56.5,Michael McNab,,82,Hillis/Kesner,Matamata,53,5,11,5,6,"$147,750.00","$2,787",9%,40%,35,30,3,12,23,2,4,0,0,0,14,1,4,6,2,1,14,0,7,0,0,0,19,2,4,0,0,0,5,0,1,3,1,1,5,0,0,5,0,3,10,0,0,0,0%,0%,"$12,250",MATA,ELLS,TAUR,AWAP,TE R,ROTO,21-Feb-15,4-Mar-15,21-Mar-15,10-Apr-15,25-Apr-15,9-May-15,1,2,0,0,0,0,8,10,4,10,13,10,10,14,13,10,16,14,D4,G3,D5,H1,D4,H1,OPN HCP,Gp3 F&M SW+P,Gp2 OPN HCP,Gp3 WFA F&M,Gp2 WFA F&M,Gp3 OPN HCP,"$40,000","$70,000",,"$70,000",,"$75,000",1200,1400,1600,2000,2000,2200,B Hutton,M McNab,A Collett,A Collett,J Parkes,M Coleman,55->,55,52,57,57,53,3,8,2,6,9,9,10,12,13,5,15,,10,12,13,5,15,,$48.30,$54.30,$60.20,$9.30,$69.80,$22.40,1,1,1,1,1,1,Recite,Diademe,Julinsky Prince,Decorah,Abidewithme,Pump Up The Volume,68.14,82.18,95.82,132.89,121.96,151.38,4.6,5.8,3.3,8.6,7.5,20.8,2,14,10,$18.00,$5.10,7
7,2100,"$20,000",13-Jun-15,OPN RATING 85 54.00,Ruakaka,2,5,24624,Lucky Feather,e,4,13,56,Michael Coleman,,77,Toby Autridge,Matamata,32,3,8,4,6,"$83,570.00","$2,611",9%,47%,14,14,0,7,18,3,5,1,0,0,13,2,4,1,0,1,7,1,3,0,0,0,10,0,4,5,0,2,3,0,2,4,0,2,3,0,3,7,1,2,16,1,5,2,6%,50%,"$39,190",ELLS,ELLS,TAUR,TE R,ELLS,ELLS,28-Feb-15,7-Mar-15,21-Mar-15,2-May-15,23-May-15,30-May-15,0,0,0,0,0,0,11,2,4,6,2,4,12,11,8,16,8,7,D4,G3,D5,D5,H1,H1,Rating 75 Benchmark,Rating 85 Benchmark,OPN HCP,B.On Rating 75 Benchmark,Rating 85 Benchmark,OPN HCP,"$40,000","$30,000","$25,000","$18,000","$20,000","$40,000",2100,2100,2100,1600,1400,1400,O Bosson,K Myers,K Myers,R Schistl,M Coleman,M Coleman,59.5,54.5,55.5,59.5,54.5,54,1,5,2,1,7,6,1,6,2,9,1,5,1,6,3,8,1,5,$4.50,$9.60,$5.00,$25.50,$2.80,$6.60,1,1,1,1,1,1,Killarney Kid,Rose Of Virginia,Seconds Out,Zedpak,Ramarro,The Filly,130.76,132.21,131.68,96.04,92.26,91.53,13.6,1.3,0.8,2.2,1.8,6.6,2,14,5,$10.20,$3.30,5
7,2100,"$20,000",13-Jun-15,OPN RATING 85 54.00,Ruakaka,2,6,14272,Endorsement,g,6,4,55,Grant Cooksley,,75,Bruce Wallace,Byerley Pk Karaka,39,3,7,7,6,"$50,220.00","$1,287",8%,44%,24,11,0,6,28,3,8,0,0,0,25,1,9,2,0,0,0,0,0,3,0,2,12,2,5,6,1,1,5,0,1,4,0,3,5,0,1,4,1,3,13,2,2,0,15%,31%,"$20,250",ELLS,AVON,ELLS,TE R,TE R,RUAK,28-Feb-15,25-Mar-15,6-Apr-15,25-Apr-15,2-May-15,20-May-15,0,0,0,0,0,0,9,1,4,2,7,2,12,5,6,10,11,9,D4,D5,G3,D4,D5,D5,Rating 75 Benchmark,B.On Rating 75 Benchmark,Rating 85 Benchmark,Rating 75 Benchmark,Rating 85 Benchmark,Rating 75 Benchmark,"$40,000","$8,000","$20,000","$25,000","$20,000","$8,000",2100,2100,2100,2400,2100,2100,S Spratt,G Cooksley,G Cooksley,G Cooksley,G Cooksley,G Cooksley,55.5,56,54->,57.5,54,59,6,3,4,4,10,4,6,5,6,8,4,5,6,5,6,8,4,4,$12.30,$7.90,$11.90,$15.40,$8.30,$8.70,1,2,1,1,1,1,Killarney Kid,Proud Life (USA),Killarney Kid,Nigelissima,Miss Mossman,Thee Achiever,130.76,132.04,133.75,146.75,132.52,130.92,6.2,1.5,1.9,1.5,4.7,1.3,2,14,4,$9.70,$3.20,2
7,2100,"$20,000",13-Jun-15,OPN RATING 85 54.00,Ruakaka,2,7,90738,Nothing Trivial,g,5,6,55,Danielle Johnson,,75,Hillis/Kesner,Matamata,40,5,4,7,1,"$85,550.00","$2,138",12%,40%,21,22,0,8,18,5,3,0,0,0,22,3,6,3,0,2,4,0,2,0,0,0,11,2,1,10,1,5,3,1,0,3,1,1,3,0,2,5,1,2,17,2,2,2,12%,35%,"$57,935",TREN,ELLS,TE R,TE A,NPLY,TREN,24-Jan-15,28-Feb-15,14-Mar-15,4-Apr-15,9-May-15,23-May-15,0,0,0,0,0,0,11,9,10,7,3,8,12,9,10,7,10,10,G3,D4,G3,G3,H1,H1,Rating 85 Benchmark,Rating 85 Benchmark,Rating 85 Benchmark,OPN HCP,OPN HCP,OPN HCP,"$40,000","$40,000","$20,000","$40,000","$25,000","$40,000",2400,1600,1600,2200,1780,2100,O Bosson,C Grylls,S Collett,V Colgan,M Sweeney,M Dravitzki,59,57,58,56,55,53.5,6,1,4,1,1,9,3,9,7,6,8,9,3,9,8,7,8,9,$6.90,$24.20,$27.40,$15.80,$17.60,$15.80,1,1,1,1,1,1,Ekraarstatic,Matimba,Stella's Honour,El Soldado,Gwynethanne,Madonna Mia,148.33,94.69,94.89,135.7,116.05,141.63,13,14.6,11.8,4.3,7.2,15.8,2,14,7,$13.20,$4.10,13
7,2100,"$20,000",13-Jun-15,OPN RATING 85 54.00,Ruakaka,2,8,7X045,Malbec,m,7,5,54,Samantha Collett,,73,John Ruddell,Pukekohe,40,5,3,6,4,"$68,445.00","$1,711",12%,35%,14,17,1,2,23,4,7,0,0,0,5,0,1,14,2,4,15,3,3,1,0,1,6,0,1,14,3,4,5,0,1,6,1,1,5,0,0,4,1,2,14,2,2,2,14%,43%,"$32,085",ELLS,HAWE,ELLS,TE R,TE R,ELLS,27-Sep-14,11-Oct-14,25-Oct-14,25-Apr-15,16-May-15,30-May-15,0,0,0,1,2,0,6,7,7,10,4,5,7,11,11,13,9,7,S8,D4,G3,D4,H1,H1,OPN HCP,OPN HCP,Rating 75 Benchmark,Rating 85 Benchmark,OPN HCP,OPN HCP,"$40,000","$35,000","$20,000","$30,000","$25,000","$40,000",2200,2200,2400,1400,2100,2200,S Spratt,M Hills,C Dell,A Collett,A Collett,A Collett,53,54,57.5,54,54,54,4,1,11,6,5,1,5,9,9,13,9,5,4,9,10,13,9,5,$8.50,$19.30,$21.80,$98.60,$30.20,$12.80,1,1,1,1,1,1,Ethical,Willy Duggan,Silk Chardonnay,Gustavo,Dubai Shuffle,Gesemi,143.84,139.8,149.75,82.14,133.56,151.56,4.4,5.7,6.3,7.5,7,6.9,2,14,11,$18.80,$6.10,12
7,2100,"$20,000",13-Jun-15,OPN RATING 85 54.00,Ruakaka,2,9,63821,Thee Achiever,m,4,14,54,Sam Spratt,,72,Fred Cornege,Cambridge,15,3,2,4,0,"$26,765.00","$1,784",20%,60%,24,6,0,3,9,3,3,0,0,0,3,0,2,2,1,0,1,0,1,1,1,0,9,2,3,1,1,0,4,0,2,1,0,0,4,0,3,3,1,2,10,2,1,2,20%,50%,"$15,415",AVON,TE R,BB ELLS,ELLS,TEAW,BB RUAK,22-Nov-14,14-Mar-15,6-Apr-15,18-Apr-15,13-May-15,20-May-15,0,1,2,0,0,0,7,6,3,8,2,1,18,9,10,14,9,9,G3,D4,G3,S8,H1,D5,Rating 75 Benchmark,Rating 75 Benchmark,Rating 75 Benchmark,Rating 75 Benchmark,Rating 75 Benchmark,Rating 75 Benchmark,"$30,000","$18,000","$18,000","$25,000","$8,000","$8,000",1600,1400,1600,1600,2000,2100,C Grylls,L Satherley,C Grylls,R Hannam,V Gatu,S Spratt,54,54,54->,54,54->,54.5,6,7,9,4,9,1,9,6,4,5,4,2,9,6,4,5,3,2,$16.80,$13.10,$7.60,$9.60,$8.00,$4.60,1,1,1,1,1,2,Sultry Assassin,Airlie House,Flyinby,Dalezinga,Gesemi,Endorsement (AUS),95.8,83.36,95.44,100.26,129.35,130.92,3.1,3.2,1.1,8.9,2.5,1.3,2,14,1,$5.60,$2.30,9
7,2100,"$20,000",13-Jun-15,OPN RATING 85 54.00,Ruakaka,2,10,9X788,Radar,g,6,2,54,Trudy Thornton,,71,Donna Logan,Ruakaka,28,3,8,2,0,"$50,495.00","$1,803",11%,46%,21,5,0,0,23,3,10,0,0,0,4,0,2,4,0,1,2,0,0,16,3,8,18,3,7,5,1,2,4,0,0,3,0,2,4,1,0,8,0,6,10,2,1,0,20%,30%,"$24,385",RUAK,RUAK,MATA,MATA,AVON,ELLS,30-Aug-14,13-Sep-14,11-Oct-14,1-Apr-15,8-May-15,23-May-15,0,0,0,1,2,0,6,2,9,7,8,8,8,8,11,9,10,10,D6,D6,D4,D4,S9,H1,Rating 85 Benchmark,Rating 85 Benchmark,Rating 75 Benchmark,Rating 85 Benchmark,Rating 75 Benchmark,B.Off Rating 75 Benchmark,"$17,000","$17,000","$18,000","$8,000","$8,000","$18,000",2100,2100,2000,1400,1600,1600,T Thornton,M Sweeney,J Wong,T Thornton,S Collett,T Thornton,54.5,54,59.5,55,59,57.5,6,7,1,4,5,8,1,7,5,7,5,10,1,6,5,7,5,10,$4.30,$9.50,$9.40,$17.60,$10.60,$32.20,1,1,1,1,1,1,Canterino (AUS),Canterino (AUS),Back In Black,Makarska,Letmeby,Nothing,133.89,133.44,124.93,82.7,102.54,107.61,7.1,0.8,4.2,3.8,9.9,18.4,2,14,8,$14.50,$3.90,3
7,2100,"$20,000",13-Jun-15,OPN RATING 85 54.00,Ruakaka,2,11,0X451,Smedley,g,6,12,54,Lee Magorrian,(a),66,Clayton Stevenson,Waipu,48,4,6,6,4,"$61,450.00","$1,280",8%,33%,14,8,1,1,40,3,11,0,0,0,13,0,1,9,1,4,8,2,1,11,0,3,18,1,6,3,1,1,3,0,0,4,0,1,3,0,1,0,0,0,13,1,1,2,8%,31%,"$20,685",DARG,ELLS,ELLS,ELLS,MATA,ELLS,14-Nov-14,29-Nov-14,14-Dec-14,1-Jan-15,6-May-15,23-May-15,0,0,0,0,1,2,4,3,6,14,4,5,11,12,9,16,12,8,D5,D4,S7,G3,D6,H1,Rating 65 Benchmark*,Rating 75 Benchmark,Rating 65 Benchmark*,Rating 85 Benchmark,Rating 65 Benchmark CG&E*,OPN HCP,"$7,000","$25,000","$20,000","$75,000","$7,000","$25,000",2000,2100,1600,2200,1400,1600,U Holmquist,L Magorrian,u Plessis,L Magorrian,L Magorrian,A Collett,57->,55->,57.5,54->,57.5,54,2,11,1,15,12,2,3,11,2,16,8,6,2,11,2,16,8,5,$6.60,$32.60,$4.90,$84.50,$17.30,$13.60,1,1,1,1,1,1,Proud Life (USA),Cursive,Undiscovered,Awesome Goal,Smash Hit,Chill Bill,126.31,132.33,100.69,137.8,83.58,104.67,3.7,2.6,2.5,11.3,2.6,8.6,2,14,12,$19.30,$5.60,1
7,2100,"$20,000",13-Jun-15,OPN RATING 85 54.00,Ruakaka,2,12,72923,Banbury Lad,g,4,11,54,Rowena Smyth,(a1),65,John Graham,Avondale,20,2,3,1,2,"$20,145.00","$1,007",10%,30%,14,2,0,0,18,2,4,0,0,0,6,0,0,3,0,0,5,1,3,1,0,0,6,1,1,3,1,1,4,0,0,3,1,1,4,0,1,2,1,1,9,1,2,1,11%,44%,"$12,470",TE R,ELLS,BB ELLS,ELLS,BB AVON,ELLS,20-Dec-14,7-Mar-15,28-Mar-15,6-Apr-15,8-May-15,30-May-15,2,0,0,0,0,0,11,7,2,9,2,3,12,11,10,13,9,12,G3,G3,D6,G3,H1,H1,Rating 75 Benchmark,Rating 75 Benchmark,Rating 65 Benchmark*,Rating 65 Benchmark*,Rating 65 Benchmark*,Rating 65 Benchmark*,"$18,000","$30,000","$20,000","$17,000","$7,000","$17,000",2100,1600,2200,2200,2100,2200,L Satherley,Z Moki,Z Moki,R Hutchings,L Magorrian,A Collett,56.5,56->,59->,59,59->,59,10,10,6,4,9,2,10,,7,3,1,2,10,,7,3,1,3,$32.50,$43.40,$12.20,$6.60,$3.80,$5.90,1,1,1,1,1,1,Silk Chardonnay,Girl Of My Dreams,Lil Miss Waitoki,Gesemi,Isdabicky,On Parole,128.21,95.39,139.82,138.06,139.69,149.61,11.6,5.9,2,6.3,0.1,2.1,2,14,9,$16.70,$5.00,10
7,2100,"$20,000",13-Jun-15,OPN RATING 85 54.00,Ruakaka,2,13,0X865,Coolibah,g,5,8,54,Brendan Hutton,(a2),60,Lesley Munro,Pukekohe,32,2,5,3,5,"$26,535.00",$829,6%,31%,7,12,2,2,20,0,6,0,0,0,5,0,0,8,2,1,7,0,3,6,0,3,12,0,4,10,0,4,3,0,1,3,0,0,3,0,0,2,0,1,16,0,2,2,0%,25%,"$9,065",TEAW,TE R,ELLS,ROTO,RUAK,BB TE R,27-Nov-14,13-Dec-14,28-Dec-14,9-May-15,20-May-15,6-Jun-15,0,0,0,1,2,0,8,13,12,8,6,5,9,16,14,12,14,14,G3,G3,G3,H1,D5,S8,Rating 75 Benchmark,Rating 65 Benchmark*,Rating 65 Benchmark*,Rating 65 Benchmark*,Rating 65 Benchmark*,Rating 65 Benchmark*,"$8,000","$30,000","$20,000","$20,000","$7,000","$17,000",1580,2100,2100,1200,2100,2100,M Sweeney,Z Moki,D Nolan,R Jones,T Thornton,T Thornton,55,59->,58.5,58.5,57.5,57.5,8,16,14,2,6,2,,15,14,12,11,6,,15,14,12,11,6,$14.40,$34.10,$81.90,$36.10,$29.40,$13.30,1,1,1,1,1,1,Miss Foxwood (AUS),Jimmy Hoffa,Chipandchase,Jacqui Ickx,Lonely Boy,Twilight Offer,93.66,130.31,129.69,79.03,132.17,137.88,9.8,5.3,15.5,8.4,4,1.8,2,14,13,$22.90,$6.60,14
7,2100,"$20,000",13-Jun-15,OPN RATING 85 54.00,Ruakaka,2,14,X7005,Stella,m,5,10,54,Viktoria Gatu,(a3),60,Shaun Clotworthy,Byerley Pk Karaka,33,2,3,4,8,"$32,210.00",$976,6%,27%,14,7,0,2,26,2,5,0,0,0,4,0,0,5,0,1,12,1,3,6,0,2,12,1,3,4,0,2,4,0,0,1,0,0,4,0,1,2,1,0,15,0,2,2,0%,27%,"$17,920",ELLS,AVON,TAUR,TE A,TE R,ELLS,4-Nov-14,22-Nov-14,11-Apr-15,29-Apr-15,16-May-15,30-May-15,0,0,1,2,0,0,2,5,7,13,13,5,12,9,7,16,13,12,S7,G3,H1,H1,S9,H1,Rating 75 Benchmark,Rating 85 Benchmark,Rating 75 Benchmark,Rating 65 Benchmark*,B.OffRating 65 Benchmark*,Rating 65 Benchmark*,"$30,000","$30,000","$18,000","$7,000","$17,000","$17,000",2400,2200,1400,1600,1600,2200,D Johnson,L Magorrian,L Magorrian,L Magorrian,L Innes,V Gatu,54,54->,54->,58->,57,54.5,2,9,6,12,14,11,2,7,5,8,8,7,3,7,3,8,8,6,$8.80,$18.80,$6.90,$13.50,$24.20,$12.00,1,1,1,1,1,1,Top Choice,Bellino,Illuminati,Wajima,Galaktika,On Parole,152.45,133.3,87.88,102.5,99.28,149.61,1,4.7,7.7,15.9,9.7,4.2,2,14,14,$29.80,$7.20,8
2,1200,"$30,000",20-Jun-15,OPN RATING 85 54.00,Tauranga,2,1,X2032,Airfield Road,g,6,4,60.5,Shaun McKay,(a3),88,Leeane Poulson,Pukekohe,27,5,5,4,3,"$77,710.00","$2,878",19%,52%,21,7,0,2,20,5,7,0,0,0,1,0,0,7,1,3,10,3,4,2,1,1,9,1,2,18,5,7,4,1,1,2,0,1,4,1,1,5,2,1,14,3,4,2,21%,64%,"$58,135",OTAK,ELLS,BB TAUR,TE R,ELLS,ELLS,18-Oct-14,29-Nov-14,11-Apr-15,25-Apr-15,23-May-15,30-May-15,0,0,1,2,0,0,3,5,2,11,3,2,9,11,6,11,8,8,D4,D4,H1,D4,H1,H1,OPN HCP,Rating 85 Benchmark,OPN HCP,OPN HCP,OPN HCP,Rating 85 Benchmark,"$25,000","$30,000","$25,000","$40,000","$25,000","$20,000",1200,1100,1200,1200,1200,1200,C Dell,C Dell,M Coleman,S Spratt,M Coleman,L Magorrian,55->,59.5,54.5,53.5,55,59.5,10,2,5,5,1,4,3,8,4,9,6,5,3,7,4,10,6,5,$6.50,$15.40,$7.60,$21.80,$8.10,$6.60,1,1,1,1,1,1,Captain Kirk,Cartell,Queens Rose,Barbaric,Twilight Dragon,Aaja Nachle,69.76,64.93,74.73,69.28,78.18,75.13,4.1,1.3,1.5,10.2,3,0.5,3,10,2,$5.70,$1.80,3
